regi_ts,user_id,regi_geo,is_verified,pageviews,follows,likes,reblogs,original_posts,searches,unfollows,received_engagments,regi_device,regi_source
1441123880,1261,MY,0,3,0,0,0,0,9,0,0,android,none
1441123899,1262,HK,0,4,2,5,0,0,0,0,0,web,login
1441123922,1263,KR,0,1,1,0,0,0,2,0,0,iphone,none
1441123936,1264,US,1,3,0,0,0,0,0,0,0,web,other
1441123959,1265,DE,0,3,7,40,8,2,1,0,0,iphone,none
1441123978,1266,KR,0,1,1,0,0,0,5,1,0,android,none
1441124002,1267,US,1,2,0,0,0,0,4,0,0,android,none
1441124022,1268,RO,0,1,0,0,0,0,2,0,0,android,none
1441124041,1269,US,0,17,0,0,0,0,0,0,0,web,web_google
1441124063,1270,GT,0,1,10,0,0,0,3,0,0,web,other
1441124088,1271,AR,0,11,5,7,4,14,20,1,0,android,none
1441124112,1272,US,0,8,12,0,0,0,3,1,0,iphone,none
1441124149,1273,RU,1,0,0,0,0,0,0,0,0,web,no_referer
1441124183,1274,IT,0,1,0,1,0,0,2,0,0,iphone,none
1441124208,1275,VE,0,1,12,0,0,0,0,0,0,web,follow_page_2
1441124224,1276,,0,0,0,0,0,0,0,0,0,android,none
1441124243,1277,BR,0,5,3,0,0,0,0,1,0,web,follow_page_2
1441124261,1278,US,1,2,0,0,0,0,0,0,0,web,login
1441124284,1279,FR,1,0,0,0,0,0,0,0,0,iphone,none
1441124299,1280,IQ,0,1,0,0,0,0,0,0,0,android,none
1441124319,1281,US,1,1,0,0,0,0,0,0,0,android,none
1441124343,1282,GB,1,3,4,0,1,0,2,1,0,iphone,none
1441124380,1283,FR,0,0,1,0,0,0,0,0,0,web,login
1441124399,1284,SG,0,11,0,0,0,0,0,0,0,android,none
1441124420,1285,DE,0,7,0,0,0,0,0,0,0,iphone,none
1441124443,1286,PL,0,7,0,0,0,5,3,0,0,android,none
1441124464,1287,GB,1,1,0,0,0,0,16,0,0,web,login
1441124484,1288,ID,0,1,0,0,160,0,0,0,0,web,login
1441124528,1289,,0,0,0,0,0,0,0,0,0,android,none
1441124546,1290,GB,1,25,18,0,18,0,6,0,0,web,other
1441124571,1291,GB,0,1,0,0,0,0,0,0,0,iphone,none
1441124596,1292,ID,0,4,1,2,250,0,4,0,0,web,login
1441124624,1293,US,0,3,1,3,2,0,5,0,0,iphone,none
1441124643,1294,ID,0,0,0,0,179,0,0,0,0,web,no_referer
1441124660,1295,BR,1,1,2,0,0,0,0,0,0,iphone,none
1441124679,1296,UA,0,4,8,0,0,0,0,0,0,web,login
1441124696,1297,US,0,5,0,0,0,0,0,0,0,web,no_referer
1441124710,1298,US,0,9,6,0,0,1,0,1,0,web,login
1441124733,1299,IT,0,4,10,0,0,0,7,0,0,android,none
1441124751,1300,DE,1,4,1,0,0,0,0,1,0,android,none
1441124766,1301,RU,1,0,2,0,0,0,0,0,0,web,login
1441124788,1302,GB,0,1,0,0,0,0,0,0,0,iphone,none
1441124809,1303,,0,0,0,0,0,0,0,0,0,android,none
1441124828,1304,RO,0,0,3,0,0,0,0,1,0,android,none
1441124859,1305,SE,0,6,6,1,0,0,1,0,0,iphone,none
1441124886,1306,FR,0,1,1,1,0,0,4,0,0,iphone,none
1441124932,1307,JO,0,1,0,0,0,0,1,0,0,android,none
1441124952,1308,CH,1,3,1,7,0,1,0,0,0,iphone,none
1441124978,1309,US,1,6,7,0,0,1,0,2,0,web,login
1441124997,1310,RS,0,6,4,3,0,2,1,1,5,iphone,none
1441125018,1311,AR,0,8,5,0,0,0,96,0,0,android,none
1441125034,1312,IN,1,1,1,0,0,0,6,0,0,android,none
1441125054,1313,FI,0,3,1,0,39,1,40,0,2,android,none
1441125078,1314,US,0,1,0,0,0,0,0,0,0,web,no_referer
1441125104,1315,FR,0,1,0,0,0,0,1,0,0,android,none
1441125131,1316,BR,0,12,32,11,14,0,5,1,0,android,none
1441125190,1317,BR,0,7,36,0,0,1,0,0,0,iphone,none
1441125209,1318,MY,0,7,10,18,0,1,14,1,0,android,none
1441125234,1319,ID,0,1,2,0,0,0,10,0,0,web,login
1441125259,1320,GR,1,8,0,0,0,0,3,0,0,android,none
1441125284,1321,US,0,2,0,0,0,0,15,0,0,iphone,none
1441125303,1322,,0,0,0,0,0,0,0,0,0,android,none
1441125317,1323,BR,0,1,2,0,0,0,0,0,0,web,iframe_follow
1441125346,1324,SA,0,6,1,4,0,2,13,0,2,android,none
1441125371,1325,US,0,4,0,0,0,2,0,0,0,android,none
1441125393,1326,ID,1,9,20,0,0,1,0,0,0,web,no_referer
1441125413,1327,TR,0,1,8,0,0,0,4,0,0,android,none
1441125434,1328,GB,0,7,29,0,0,0,72,0,0,web,web_google
1441125478,1329,IT,0,1,0,0,0,0,3,0,0,iphone,none
1441125493,1330,ID,0,0,0,0,200,0,0,0,0,web,no_referer
1441125516,1331,ID,0,0,0,0,210,0,0,0,0,web,no_referer
1441125535,1332,ID,0,0,0,0,208,0,0,0,0,web,no_referer
1441125562,1333,US,0,1,0,0,0,0,3,0,0,android,none
1441125582,1334,US,1,2,6,0,0,0,0,0,0,iphone,none
1441125606,1335,,0,0,0,0,0,0,0,0,0,android,none
1441125625,1336,IT,1,8,7,0,0,0,0,0,0,web,login
1441125643,1337,ES,0,2,2,2,0,2,0,0,0,android,none
1441125670,1338,GR,1,2,0,0,0,0,0,0,0,web,login
1441125692,1339,,0,0,0,0,0,0,0,0,0,android,none
1441125735,1340,US,0,6,1,0,0,1,0,0,0,web,login
1441125785,1341,FR,1,5,1,0,0,0,1,0,0,web,login
1441125812,1342,US,0,1,0,0,0,0,2,0,0,iphone,none
1441125832,1343,US,1,3,0,0,0,0,11,0,0,iphone,none
1441125855,1344,GR,1,1,7,1,0,0,0,0,0,iphone,none
1441125875,1345,US,1,1,0,0,0,0,0,0,0,android,none
1441125898,1346,DE,0,3,11,0,14,0,25,0,0,web,login
1441125950,1347,ID,0,1,0,1,251,0,3,0,0,web,login
1441125968,1348,US,1,2,12,0,1,0,0,8,0,web,no_referer
1441125992,1349,UY,0,5,2,1,0,0,4,0,0,web,login
1441126012,1350,ID,0,2,0,0,0,0,1,0,0,iphone,none
1441126037,1351,CL,0,2,2,0,0,1,0,0,0,android,none
1441126064,1352,MX,0,13,6,0,0,5,6,0,0,web,other
1441126083,1353,ID,0,0,0,0,160,0,0,0,0,web,no_referer
1441126104,1354,US,0,3,2,0,1,0,7,0,0,iphone,none
1441126124,1355,TR,1,5,6,0,0,0,0,6,0,web,login
1441126146,1356,TR,0,19,8,2,3,1,2,1,0,web,login
1441126175,1357,MY,0,3,0,2,2,0,0,0,0,iphone,none
1441126220,1358,,0,0,0,0,0,0,0,0,0,android,none
1441126236,1359,VN,0,1,1,1,0,0,0,0,0,iphone,none
1441126262,1360,CA,1,7,16,0,0,0,7,3,0,web,login
1441126310,1361,KR,0,1,1,0,0,0,0,0,0,iphone,none
1441126369,1362,FR,1,4,2,0,0,0,3,0,0,web,web_google
1441126415,1363,TR,0,3,6,0,0,0,0,0,0,web,tagged_signup
1441126439,1364,MY,0,2,0,0,0,0,77,0,0,android,none
1441126462,1365,AZ,1,10,2,4,0,0,0,0,0,web,login
1441126488,1366,IT,0,4,2,5,0,2,0,0,0,android,none
1441126507,1367,MY,0,1,0,0,0,0,0,0,0,android,none
1441126526,1368,US,0,1,0,0,0,0,3,0,0,web,login
1441126543,1369,BR,1,14,6,0,0,0,4,0,0,web,login
1441126559,1370,CA,1,3,1,0,0,0,24,0,0,web,follow_page_2
1441126579,1371,IN,0,0,0,0,0,0,0,0,0,android,none
1441126607,1372,SR,0,3,8,2,0,0,8,0,0,iphone,none
1441126649,1373,US,1,2,0,0,0,0,0,0,0,android,none
1441126673,1374,FR,0,1,7,0,0,0,2,0,0,web,login
1441126689,1375,NL,0,6,1,0,0,0,0,0,0,iphone,none
1441126702,1376,BD,1,3,6,0,0,1,0,0,0,web,no_referer
1441126719,1377,AR,0,0,0,0,0,0,0,0,0,android,none
1441126748,1378,CY,0,1,0,0,0,0,8,0,0,iphone,none
1441126783,1379,TR,0,7,1,0,0,0,0,1,0,web,login
1441126800,1380,AR,0,1,2,0,0,0,0,0,0,android,none
1441126827,1381,DE,1,20,1,4,0,0,31,1,0,web,no_referer
1441126868,1382,AR,0,1,5,1,0,0,0,0,0,android,none
1441126889,1383,ZA,0,2,2,0,0,0,0,0,0,android,none
1441126906,1384,FI,1,38,9,0,0,1,2,5,27,web,login
1441126922,1385,US,0,1,0,0,0,0,12,0,0,android,none
1441126946,1386,US,0,2,0,0,0,0,3,0,0,android,none
1441126965,1387,KR,0,2,2,0,0,0,11,0,0,web,follow
1441126982,1388,ID,0,0,0,0,153,0,0,0,0,web,login
1441127007,1389,RO,1,8,18,0,0,0,2,0,0,web,login
1441127023,1390,IN,0,10,41,56,0,0,22,2,0,android,none
1441127071,1391,US,1,5,5,0,0,0,0,0,0,web,no_referer
1441127087,1392,DE,0,4,7,0,0,0,7,0,0,android,none
1441127112,1393,US,0,0,2,0,0,0,0,1,0,web,login
1441127146,1394,FR,0,1,0,0,0,0,0,0,0,android,none
1441127168,1395,US,0,2,0,0,0,1,3,0,0,iphone,none
1441127189,1396,CA,0,1,6,0,0,0,0,0,0,android,none
1441127212,1397,US,0,2,0,0,0,0,1,0,0,android,none
1441127233,1398,TR,0,11,6,0,0,1,2,0,0,web,login
1441127254,1399,US,1,1,4,0,0,0,1,3,0,iphone,none
1441127276,1400,FR,0,4,0,0,0,0,1,0,0,android,none
1441127294,1401,US,1,2,12,2,0,0,0,0,0,iphone,none
1441127318,1402,US,1,1,0,0,0,0,0,0,0,android,none
1441127338,1403,US,0,4,5,0,0,0,0,0,0,web,login
1441127354,1404,IN,1,4,0,2,0,2,3,0,4,web,home_signup
1441127375,1405,US,1,2,0,0,0,0,0,0,0,android,none
1441127392,1406,AR,0,7,1,0,0,2,2,0,0,web,no_referer
1441127413,1407,US,0,2,1,0,0,0,3,1,0,android,none
1441127438,1408,MX,0,6,4,4,0,0,0,0,0,web,login
1441127457,1409,DE,1,1,2,0,0,0,3,0,0,android,none
1441127483,1410,PH,0,3,6,0,0,0,5,0,0,android,none
1441127500,1411,CA,1,0,1,0,0,0,0,0,0,web,embeddable_post
1441127525,1412,FR,1,8,6,0,0,1,0,3,0,web,web_google
1441127548,1413,ID,0,3,0,1,263,0,3,0,0,web,login
1441127565,1414,TW,0,0,1,0,0,0,0,0,0,web,login
1441127609,1415,TR,0,1,6,0,0,0,0,2,0,android,none
1441127627,1416,IN,1,14,0,0,0,5,0,0,0,web,login
1441127647,1417,TR,0,4,2,0,0,0,5,1,0,android,none
1441127671,1418,TR,1,20,2,0,0,2,0,0,3,web,web_google
1441127694,1419,IE,0,1,2,0,0,0,1,0,0,iphone,none
1441127716,1420,US,0,4,0,0,0,0,0,0,0,web,teaser
1441127740,1421,BR,1,14,87,1,0,0,17,3,1,web,login
1441127798,1422,IN,0,2,0,0,0,0,22,0,0,android,none
1441127812,1423,BR,0,0,2,0,0,0,0,0,0,android,none
1441127835,1424,TR,1,1,0,0,0,0,6,0,0,android,none
1441127873,1425,KR,0,2,0,0,0,0,4,0,0,iphone,none
1441127890,1426,ID,0,0,0,0,92,0,0,0,0,web,login
1441127915,1427,AR,0,8,21,7,0,4,3,2,0,android,none
1441127960,1428,GB,1,17,30,3,1,0,33,0,0,web,web_google
1441127978,1429,BR,0,1,8,0,0,0,5,0,0,web,other
1441128015,1430,NL,0,0,1,0,0,0,0,0,0,android,none
1441128036,1431,US,1,3,0,0,0,1,0,0,0,web,no_referer
1441128075,1432,TR,0,3,0,0,0,0,2,0,0,iphone,none
1441128092,1433,,0,0,0,0,0,0,0,0,0,android,none
1441128108,1434,TW,0,2,2,0,0,0,4,0,0,android,none
1441128129,1435,IT,0,5,1,0,0,0,0,0,0,web,login
1441128158,1436,ID,0,1,0,2,250,0,3,0,0,web,login
1441128194,1437,PH,1,11,0,0,0,6,0,0,0,web,home_signup
1441128259,1438,US,1,11,0,0,1,0,0,0,0,web,login
1441128278,1439,TR,0,1,1,0,0,0,0,0,0,iphone,none
1441128300,1440,US,0,8,21,7,0,0,0,1,0,web,other
1441128345,1441,ZA,0,1,11,1,0,0,0,0,0,iphone,none
1441128398,1442,TR,0,9,6,0,0,1,6,0,1,web,other
1441128425,1443,TW,0,2,2,0,0,0,0,0,0,android,none
1441128449,1444,US,1,2,0,0,0,0,0,0,0,iphone,none
1441128478,1445,US,0,2,0,0,0,0,0,0,0,android,none
1441128500,1446,IT,0,1,8,6,0,0,4,0,0,web,web_google
1441128550,1447,SE,0,0,0,0,0,0,0,0,0,android,none
1441128570,1448,BR,0,4,2,1,0,2,16,0,0,android,none
1441128588,1449,FR,1,4,0,0,0,0,0,0,0,android,none
1441128613,1450,GB,0,0,0,0,0,0,0,0,0,web,web_google
1441128637,1451,DK,0,3,0,0,0,2,0,0,0,iphone,none
1441128662,1452,CN,0,4,9,4,0,0,9,1,0,iphone,none
1441128683,1453,NL,0,0,0,0,0,0,0,0,0,android,none
1441128702,1454,US,0,5,0,0,0,0,12,0,0,web,no_referer
1441128735,1455,GB,0,12,16,0,0,0,0,10,0,web,other
1441128752,1456,IQ,0,1,12,3,0,0,2,0,0,iphone,none
1441128775,1457,US,1,3,0,0,0,0,0,0,0,web,login
1441128793,1458,US,0,0,0,0,0,0,0,0,0,web,login
1441128822,1459,,1,0,0,0,0,0,0,0,0,android,none
1441128843,1460,TR,0,3,1,1,0,0,0,1,0,iphone,none
1441128863,1461,ES,0,2,0,0,0,0,3,0,0,android,none
1441128885,1462,TR,0,8,0,0,0,0,38,0,0,android,none
1441128912,1463,AR,0,1,1,0,0,0,2,0,0,web,login
1441128928,1464,US,0,2,0,0,0,0,12,0,0,iphone,none
1441128947,1465,US,0,0,1,0,0,0,0,0,0,web,follow_page_2
1441128971,1466,,1,0,0,0,0,0,0,0,0,android,none
1441128994,1467,GB,0,1,7,0,0,0,1,0,0,android,none
1441129037,1468,IN,0,3,0,0,0,0,3,0,0,android,none
1441129052,1469,US,0,2,2,3,0,0,0,0,0,iphone,none
1441129073,1470,SG,1,2,1,0,0,0,6,0,0,iphone,none
1441129091,1471,GB,0,2,5,0,0,0,0,0,0,android,none
1441129106,1472,US,1,0,1,2,0,0,0,0,0,web,tumblelog_like
1441129126,1473,TN,0,3,6,0,0,0,0,0,0,web,tagged_signup
1441129152,1474,MX,1,18,6,0,1,0,0,2,0,web,login
1441129167,1475,IT,0,5,0,3,1,0,3,0,0,iphone,none
1441129225,1476,GB,1,4,0,0,0,0,24,0,0,android,none
1441129266,1477,US,1,9,3,0,0,0,0,0,0,web,web_google
1441129291,1478,TR,0,1,0,0,0,0,0,0,0,android,none
1441129344,1479,IE,0,0,0,0,0,0,0,0,0,web,teaser
1441129363,1480,US,0,2,1,0,0,0,21,0,0,android,none
1441129382,1481,KR,0,1,0,0,0,0,0,0,0,iphone,none
1441129404,1482,US,1,2,0,0,0,0,0,0,0,web,login
1441129426,1483,ES,1,5,2,1,1,0,2,0,0,web,login
1441129465,1484,US,1,4,0,0,0,0,0,0,0,web,other
1441129509,1485,TR,1,10,8,0,0,0,0,0,0,web,login
1441129532,1486,TR,0,9,20,3,0,0,28,4,0,android,none
1441129589,1487,US,0,0,0,0,0,0,0,0,0,web,web_google
1441129611,1488,GR,0,1,5,1,0,0,1,0,0,iphone,none
1441129638,1489,AT,0,5,14,7,1,1,12,3,0,iphone,none
1441129654,1490,US,1,1,0,0,0,0,0,0,0,android,none
1441129669,1491,KR,0,1,6,0,0,0,2,0,0,android,none
1441129690,1492,US,0,1,10,0,0,0,0,0,0,android,none
1441129716,1493,MX,1,2,1,0,0,0,0,0,0,web,login
1441129738,1494,US,0,3,0,1,0,0,7,0,0,iphone,none
1441129761,1495,CO,0,36,11,0,0,18,0,0,0,web,no_referer
1441129786,1496,MX,0,1,5,0,0,0,4,0,0,android,none
1441129808,1497,US,1,1,1,0,0,0,1,0,0,iphone,none
1441129845,1498,,0,0,1,0,0,0,0,0,0,web,web_google
1441129867,1499,CL,0,0,0,0,0,0,0,0,0,android,none
1441129881,1500,CA,1,0,0,0,0,0,0,0,0,web,web_google
1441129905,1501,US,0,2,1,0,0,0,0,0,0,android,none
1441129928,1502,CA,1,5,7,0,0,0,11,0,0,web,tagged_signup
1441129954,1503,BE,0,2,1,0,0,0,2,0,0,web,other
1441129981,1504,TR,0,2,2,0,0,0,1,1,0,iphone,none
1441130008,1505,US,0,2,1,0,0,0,10,0,0,android,none
1441130034,1506,IT,0,25,2,4,0,3,8,1,4,web,login
1441130063,1507,US,0,46,192,294,130,0,5,20,9,iphone,none
1441130098,1508,SD,0,1,12,0,1,0,0,2,0,android,none
1441130119,1509,AM,0,1,0,0,0,0,0,0,0,iphone,none
1441130138,1510,MX,0,12,30,8,7,7,10,0,0,iphone,none
1441130181,1511,PR,0,4,4,1,2,1,0,0,0,iphone,none
1441130207,1512,US,0,9,18,0,3,0,0,0,0,iphone,none
1441130245,1513,US,0,0,0,0,0,0,0,0,0,android,none
1441130259,1514,IN,0,2,2,1,0,0,0,0,0,android,none
1441130279,1515,BR,0,1,0,0,0,0,0,0,0,android,none
1441130324,1516,SE,0,1,0,0,0,0,1,0,0,iphone,none
1441130355,1517,BR,0,6,0,0,0,0,10,0,0,android,none
1441130374,1518,DE,0,0,6,0,0,0,0,2,0,web,login
1441130395,1519,GT,0,1,4,0,0,0,1,0,1,iphone,none
1441130412,1520,US,0,0,0,0,0,0,0,0,0,web,no_referer
1441130434,1521,TH,0,2,0,0,0,0,0,0,0,android,none
1441130464,1522,ID,0,3,2,0,250,0,0,0,0,web,login
1441130477,1523,VE,0,5,1,1,0,0,4,0,0,web,login
1441130503,1524,US,0,2,0,0,0,0,0,0,0,android,none
1441130524,1525,US,1,1,3,0,0,0,21,0,0,web,no_referer
1441130543,1526,US,0,4,7,0,0,0,3,0,0,web,other
1441130592,1527,GB,0,0,0,0,0,0,0,0,0,web,login
1441130636,1528,US,1,6,14,0,0,0,6,6,1,web,login
1441130654,1529,VN,0,3,0,0,0,0,3,0,0,android,none
1441130674,1530,,1,0,0,0,0,0,0,0,0,web,other
1441130697,1531,PH,0,0,0,0,0,0,0,0,0,android,none
1441130754,1532,CN,1,4,8,0,0,1,0,0,0,web,login
1441130773,1533,US,1,0,1,0,0,0,0,0,0,web,login
1441130798,1534,TR,0,1,0,0,0,0,0,0,0,android,none
1441130828,1535,BR,0,0,3,0,0,0,0,1,0,android,none
1441130846,1536,TR,0,9,6,8,2,0,6,0,0,iphone,none
1441130869,1537,MA,0,11,10,4,0,0,2,1,0,web,web_google
1441130889,1538,IT,0,2,0,0,0,0,0,0,0,iphone,none
1441130916,1539,BR,1,3,2,0,0,0,7,0,0,android,none
1441130934,1540,ZA,0,0,0,0,0,0,0,0,0,android,none
1441130953,1541,TR,0,3,6,0,0,0,11,0,0,android,none
1441130972,1542,CZ,0,1,0,0,0,0,0,0,0,web,login
1441130993,1543,CA,0,7,0,0,0,0,0,0,0,web,web_google
1441131017,1544,GB,0,1,0,0,0,0,3,0,0,iphone,none
1441131031,1545,MX,0,5,1,2,0,0,0,0,0,web,no_referer
1441131105,1546,BR,1,47,12,0,18,0,0,0,0,web,web_google
1441131121,1547,BR,0,3,15,1,0,0,0,1,0,android,none
1441131166,1548,US,0,17,30,45,1,0,38,0,0,android,none
1441131182,1549,CA,1,13,0,0,0,2,0,0,0,web,login
1441131201,1550,CN,0,2,10,0,0,0,4,1,0,iphone,none
1441131219,1551,CH,0,2,0,0,0,0,0,0,0,iphone,none
1441131241,1552,FR,1,22,5,3,16,2,5,1,0,web,login
1441131264,1553,CL,1,14,22,0,3,0,0,0,0,web,no_referer
1441131281,1554,,0,0,0,0,0,0,0,0,0,android,none
1441131313,1555,,1,0,0,0,0,0,0,0,0,android,none
1441131338,1556,CN,0,3,4,1,0,0,8,1,0,android,none
1441131363,1557,IT,0,4,6,0,0,3,1,0,0,iphone,none
1441131386,1558,DE,0,2,1,0,0,0,0,0,0,web,other
1441131411,1559,GB,0,4,1,0,0,0,8,0,0,android,none
1441131459,1560,CN,0,3,1,0,0,0,3,0,0,android,none
1441131495,1561,BR,0,0,2,0,0,0,0,0,0,web,follow_page_2
1441131519,1562,GB,0,3,30,6,2,4,0,0,0,iphone,none
1441131535,1563,FR,1,1,2,0,0,0,2,0,0,web,follow_page_2
1441131584,1564,SE,0,1,0,0,0,0,36,0,0,android,none
1441131670,1565,ES,0,1,0,0,0,0,3,0,0,android,none
1441131696,1566,US,0,6,4,7,6,1,1,0,0,iphone,none
1441131746,1567,MY,0,1,4,0,0,0,4,0,0,android,none
1441131770,1568,BR,0,3,7,2,0,0,0,0,0,web,web_google
1441131789,1569,ID,0,1,1,0,228,0,0,0,0,web,no_referer
1441131852,1570,CH,1,1,1,0,0,0,2,0,0,web,login
1441131876,1571,FR,0,2,6,0,0,0,0,0,0,web,web_google
1441131899,1572,IT,0,1,0,0,0,0,0,0,0,android,none
1441131917,1573,TR,0,0,1,0,0,0,0,0,0,web,login
1441131941,1574,SA,0,3,4,0,0,0,4,0,0,iphone,none
1441131964,1575,US,0,1,1,0,0,0,0,0,0,android,none
1441131983,1576,US,1,1,4,0,0,0,0,0,0,web,no_referer
1441132011,1577,TR,0,1,2,0,0,0,0,0,0,web,web_google
1441132041,1578,FR,1,3,36,0,0,0,4,0,0,web,login
1441132083,1579,US,0,2,0,0,0,0,2,0,0,iphone,none
1441132127,1580,TR,0,3,0,0,0,0,0,0,0,android,none
1441132168,1581,CA,1,3,6,4,1,0,0,0,0,iphone,none
1441132188,1582,HU,0,1,0,0,0,0,0,0,0,android,none
1441132213,1583,JP,0,2,0,0,0,0,1,0,0,iphone,none
1441132232,1584,US,0,4,0,0,0,0,0,0,0,web,other
1441132284,1585,TR,0,16,28,43,3,2,0,1,2,android,none
1441132304,1586,MX,1,17,11,0,1,3,5,1,0,web,login
1441132329,1587,CR,0,4,1,2,0,1,1,0,0,android,none
1441132352,1588,US,0,4,6,0,0,0,0,0,0,web,login
1441132376,1589,,0,0,0,0,0,0,0,0,0,android,none
1441132394,1590,CZ,1,5,5,11,0,0,0,0,0,web,teaser
1441132425,1591,IT,0,2,0,0,0,0,0,0,0,android,none
1441132449,1592,US,1,5,7,2,2,0,0,0,0,web,web_google
1441132470,1593,MX,0,3,2,0,0,0,3,0,0,web,login
1441132491,1594,US,0,1,6,0,0,0,0,0,0,iphone,none
1441132508,1595,US,0,1,0,0,0,0,0,0,0,android,none
1441132528,1596,CL,0,6,46,1,0,0,10,2,0,web,login
1441132551,1597,US,1,3,0,0,0,0,9,0,0,web,tagged_signup
1441132574,1598,BR,0,2,2,0,0,0,0,0,0,android,none
1441132594,1599,SE,1,8,6,74,0,2,0,0,0,web,login
1441132616,1600,,0,0,0,0,0,0,0,0,0,android,none
1441132636,1601,CN,0,3,0,0,0,0,9,0,0,android,none
1441132661,1602,PL,0,1,6,1,0,0,0,0,0,android,none
1441132687,1603,CH,0,0,0,0,0,0,0,0,0,iphone,none
1441132705,1604,BR,0,1,4,0,0,0,11,1,0,android,none
1441132730,1605,US,0,2,1,0,0,0,2,0,0,iphone,none
1441132749,1606,US,1,9,5,0,0,0,0,0,0,web,login
1441132772,1607,DE,1,0,1,0,0,0,0,0,0,web,follow
1441132793,1608,MY,0,3,1,0,0,0,4,0,0,iphone,none
1441132818,1609,IT,0,1,1,0,0,0,0,0,0,android,none
1441132839,1610,PT,1,27,28,0,0,0,0,2,0,web,iframe_follow
1441132860,1611,US,0,1,0,0,0,0,0,0,0,web,other
1441132893,1612,US,1,2,0,0,0,0,0,0,0,iphone,none
1441132914,1613,IQ,0,1,0,0,0,0,5,0,0,android,none
1441132930,1614,AT,0,1,7,0,0,0,0,1,0,android,none
1441132952,1615,CA,0,4,8,0,0,0,10,0,0,iphone,none
1441132978,1616,MX,1,3,53,0,0,0,3,35,0,android,none
1441133002,1617,VE,1,27,16,1,0,4,6,0,0,web,other
1441133050,1618,BR,0,1,0,0,0,0,0,0,0,android,none
1441133073,1619,IL,0,1,1,0,0,0,0,0,0,iphone,none
1441133127,1620,US,1,4,2,0,0,0,6,0,1,web,web_google
1441133173,1621,RU,0,1,0,0,0,1,0,0,0,iphone,none
1441133218,1622,US,0,2,0,0,0,0,0,0,0,iphone,none
1441133260,1623,ID,0,1,1,0,195,0,0,0,0,web,no_referer
1441133279,1624,RU,0,1,5,3,0,0,0,2,0,android,none
1441133298,1625,FR,0,4,2,1,0,0,2,0,0,android,none
1441133318,1626,FR,1,0,2,0,0,0,0,0,0,web,iframe_follow
1441133339,1627,DE,1,2,7,0,0,0,16,0,0,web,login
1441133356,1628,RS,0,3,6,0,0,0,10,0,0,web,web_google
1441133373,1629,FI,0,1,2,0,0,0,0,0,0,android,none
1441133392,1630,GB,0,4,2,1,0,0,1,0,0,web,login
1441133415,1631,,0,0,0,0,0,0,0,0,0,web,login
1441133435,1632,CO,0,2,2,0,0,0,0,1,0,android,none
1441133458,1633,DE,0,6,7,3,0,0,1,1,0,web,login
1441133485,1634,TR,0,0,0,0,0,0,0,0,0,android,none
1441133508,1635,US,0,2,1,0,0,0,0,0,0,iphone,none
1441133531,1636,IT,1,4,13,1,0,0,0,0,0,web,login
1441133574,1637,US,1,2,0,0,0,0,0,0,0,android,none
1441133598,1638,GB,1,10,10,0,0,0,10,1,0,web,web_google
1441133614,1639,US,1,1,0,0,0,0,0,0,0,android,none
1441133642,1640,US,1,4,6,0,0,0,11,0,0,web,iframe_logo
1441133663,1641,US,1,10,78,10,10,0,6,0,0,web,login
1441133682,1642,US,0,0,0,0,0,0,0,0,0,iphone,none
1441133700,1643,CN,0,2,0,0,0,0,6,0,0,android,none
1441133719,1644,,0,0,0,0,0,0,0,0,0,android,none
1441133744,1645,BR,0,4,16,2,0,0,1,1,0,android,none
1441133810,1646,TR,0,6,7,4,2,2,0,5,6,android,none
1441133833,1647,ES,0,1,2,0,0,0,0,0,0,web,web_google
1441133927,1648,IN,0,7,15,2,0,0,0,0,0,web,iframe_follow
1441133947,1649,FR,1,2,2,0,0,0,0,0,0,web,iframe_follow
1441133970,1650,CH,1,1,1,0,0,0,3,0,0,web,other
1441133993,1651,US,0,8,0,0,0,0,0,0,0,web,login
1441134012,1652,US,0,0,0,0,0,0,0,0,0,iphone,none
1441134033,1653,US,0,0,0,0,0,0,0,0,0,android,none
1441134054,1654,IT,0,3,1,6,4,0,0,0,0,iphone,none
1441134082,1655,GB,0,31,33,0,0,2,4,0,0,web,other
1441134113,1656,US,0,1,0,0,0,0,3,0,0,iphone,none
1441134138,1657,MX,0,1,0,0,0,0,13,0,0,android,none
1441134168,1658,VE,0,33,32,1,0,2,14,12,2,web,tagged_signup
1441134184,1659,RO,0,1,2,0,0,0,0,1,0,iphone,none
1441134211,1660,MX,0,2,27,6,0,0,0,0,0,android,none
1441134233,1661,,0,0,0,0,0,0,0,0,0,android,none
1441134259,1662,RU,1,0,0,0,0,0,0,0,0,web,no_referer
1441134282,1663,CO,0,3,0,0,0,0,13,0,0,android,none
1441134304,1664,AL,0,4,0,1,0,0,0,0,0,iphone,none
1441134327,1665,US,0,1,1,0,0,0,5,0,0,iphone,none
1441134355,1666,FR,0,1,0,0,0,0,3,0,0,iphone,none
1441134376,1667,GB,1,9,5,0,0,0,0,0,0,web,login
1441134410,1668,PE,0,4,6,0,0,0,0,0,0,web,web_google
1441134438,1669,,0,0,0,0,0,0,0,0,0,web,no_referer
1441134473,1670,US,0,1,8,2,0,0,0,0,0,android,none
1441134497,1671,AR,0,1,0,0,0,0,36,0,0,android,none
1441134526,1672,BR,0,3,30,5,0,0,10,0,0,iphone,none
1441134546,1673,BR,1,5,3,0,0,1,0,0,0,web,iframe_follow
